Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 36,Batch 36,Special,11/03/2023,Honey,,None,87,"ferm_Batch 36_2023-11-03T00:28:33.689838,ferm_Batch 36_2023-11-01T19:49:53.689838,ferm_Batch 36_2023-10-31T04:36:21.689838,ferm_Batch 36_2023-10-30T13:23:29.689838",27.3,4.0,17.6,83,"Cloudy,Cloudy,Sunny",10/29/2023 07:57 PM,11/03/2023 07:57 AM,"dry_Batch 36_2023-11-06T18:13:48.689838,dry_Batch 36_2023-11-04T04:29:59.689838,dry_Batch 36_2023-11-05T11:00:54.689838",11/03/2023 11:57 AM,11/07/2023 03:57 PM,10/29/2023 09:19 PM,11/03/2023 06:11 PM,20.1,64.687,0,106,No,0
Batch 37,Batch 37,Special,06/08/2022,Washed,Spring Water,None,83,"ferm_Batch 37_2022-06-05T01:17:22.633297,ferm_Batch 37_2022-06-04T05:31:17.633297,ferm_Batch 37_2022-06-04T00:00:28.633297,ferm_Batch 37_2022-06-03T23:33:02.633297",22.0,4.3,16.5,62,"Light Rain,Sunny,Cloudy,Partly Cloudy",06/03/2022 02:35 PM,06/08/2022 08:35 AM,"dry_Batch 37_2022-06-10T11:54:18.633297,dry_Batch 37_2022-06-09T20:32:57.633297,dry_Batch 37_2022-06-12T06:18:04.633297",06/08/2022 09:35 AM,06/12/2022 01:35 PM,06/03/2022 09:47 PM,06/08/2022 08:59 AM,22.7,66.864,,,,
Batch 38,Batch 38,Special,11/20/2021,Honey,,None,84,"ferm_Batch 38_2021-11-18T11:23:04.412640,ferm_Batch 38_2021-11-20T16:00:23.412640,ferm_Batch 38_2021-11-20T14:10:06.412640,ferm_Batch 38_2021-11-20T04:04:49.412640,ferm_Batch 38_2021-11-18T06:55:00.412640",23.1,4.713,16.6,73,"Partly Cloudy,Cloudy,Partly Cloudy",11/17/2021 05:20 PM,11/20/2021 07:20 PM,"dry_Batch 38_2021-11-23T18:23:53.412640,dry_Batch 38_2021-11-21T12:42:15.412640,dry_Batch 38_2021-11-22T07:00:52.412640",11/21/2021 05:20 AM,11/25/2021 04:20 PM,11/18/2021 03:18 AM,11/20/2021 07:27 PM,21.5,71.773,2,97,Yes,6
Batch 39,Batch 39,Normal,10/04/2021,Honey,,None,90,"ferm_Batch 39_2021-09-30T15:50:58.745326,ferm_Batch 39_2021-10-01T22:04:24.745326,ferm_Batch 39_2021-10-02T23:55:28.745326,ferm_Batch 39_2021-10-02T12:41:42.745326",28.0,4.65,17.1,60,"Cloudy,Sunny,Sunny",09/28/2021 10:15 AM,10/04/2021 04:15 AM,"dry_Batch 39_2021-10-07T02:31:47.745326,dry_Batch 39_2021-10-05T11:34:31.745326,dry_Batch 39_2021-10-06T14:04:54.745326",10/04/2021 04:15 PM,10/07/2021 10:15 PM,09/28/2021 06:52 PM,10/04/2021 12:47 PM,19.7,73.807,3,57,Yes,9
Batch 40,Batch 40,Special,10/30/2023,Honey,,Yeast,86,"ferm_Batch 40_2023-10-28T05:27:34.039357,ferm_Batch 40_2023-10-28T19:12:27.039357,ferm_Batch 40_2023-10-29T03:00:17.039357,ferm_Batch 40_2023-10-28T08:36:29.039357",23.4,4.278,16.9,68,"Light Rain,Cloudy,Partly Cloudy,Sunny",10/26/2023 08:03 PM,10/30/2023 11:03 PM,"dry_Batch 40_2023-11-02T18:23:28.039357,dry_Batch 40_2023-11-01T12:57:08.039357,dry_Batch 40_2023-11-02T00:08:59.039357",10/31/2023 11:03 AM,11/05/2023 05:03 AM,10/26/2023 09:14 PM,10/31/2023 09:00 AM,25.3,63.384,0,72,No,0
Batch 41,Batch 41,Normal,08/01/2021,Washed,Spring Water,None,86,"ferm_Batch 41_2021-07-30T01:57:10.075520,ferm_Batch 41_2021-07-28T02:02:32.075520,ferm_Batch 41_2021-07-28T01:57:44.075520,ferm_Batch 41_2021-07-29T19:30:44.075520,ferm_Batch 41_2021-07-30T11:59:40.075520",25.0,4.61,15.8,70,"Cloudy,Sunny,Cloudy",07/27/2021 11:14 AM,08/01/2021 11:14 AM,"dry_Batch 41_2021-08-02T08:56:50.075520,dry_Batch 41_2021-08-03T20:01:45.075520,dry_Batch 41_2021-08-03T09:39:52.075520,dry_Batch 41_2021-08-01T20:42:00.075520",08/01/2021 06:14 PM,08/05/2021 04:14 AM,07/27/2021 11:11 PM,08/01/2021 05:07 PM,28.0,89.129,,,,
Batch 42,Batch 42,Special,12/05/2023,Honey,,None,82,"ferm_Batch 42_2023-12-03T07:38:30.391282,ferm_Batch 42_2023-12-04T12:57:47.391282,ferm_Batch 42_2023-12-03T11:03:47.391282",23.3,4.201,19.7,69,"Cloudy,Light Rain,Light Rain,Rainy",12/02/2023 07:07 PM,12/05/2023 10:07 PM,"dry_Batch 42_2023-12-09T15:39:55.391282,dry_Batch 42_2023-12-09T17:37:16.391282,dry_Batch 42_2023-12-08T22:28:27.391282",12/06/2023 05:07 AM,12/09/2023 08:07 PM,12/02/2023 10:54 PM,12/06/2023 12:04 AM,24.9,79.913,3,103,Yes,11
Batch 43,Batch 43,Special,03/23/2023,Honey,,None,84,"ferm_Batch 43_2023-03-22T14:12:44.326473,ferm_Batch 43_2023-03-22T14:42:33.326473,ferm_Batch 43_2023-03-23T00:36:00.326473",18.0,4.893,15.6,65,"Cloudy,Heavy Rain,Light Rain,Cloudy,Heavy Rain",03/19/2023 02:19 PM,03/23/2023 08:19 PM,"dry_Batch 43_2023-03-26T02:02:54.326473,dry_Batch 43_2023-03-25T22:11:15.326473,dry_Batch 43_2023-03-26T04:08:00.326473",03/24/2023 06:19 AM,03/27/2023 10:19 PM,03/20/2023 02:11 AM,03/24/2023 05:31 AM,19.7,80.327,2,60,No,0
Batch 44,Batch 44,Special,05/12/2023,Washed,Spring Water,None,87,"ferm_Batch 44_2023-05-10T14:15:39.748428,ferm_Batch 44_2023-05-12T17:20:23.748428,ferm_Batch 44_2023-05-08T13:16:29.748428",25.3,5.0,18.8,76,"Heavy Rain,Light Rain,Light Rain,Cloudy",05/07/2023 11:54 PM,05/12/2023 05:54 PM,"dry_Batch 44_2023-05-16T04:56:32.748428,dry_Batch 44_2023-05-14T02:10:24.748428,dry_Batch 44_2023-05-14T10:30:58.748428,dry_Batch 44_2023-05-17T14:42:59.748428",05/12/2023 06:54 PM,05/18/2023 10:54 AM,05/08/2023 12:42 AM,05/13/2023 03:16 AM,24.7,90.0,,,,
Batch 45,Batch 45,Normal,08/30/2021,Honey,,None,87,"ferm_Batch 45_2021-08-27T15:34:06.388116,ferm_Batch 45_2021-08-27T07:35:43.388116,ferm_Batch 45_2021-08-27T00:10:24.388116",24.4,4.834,17.9,74,"Rainy,Sunny,Cloudy,Sunny,Rainy",08/26/2021 06:45 AM,08/30/2021 09:45 AM,"dry_Batch 45_2021-08-31T14:09:49.388116,dry_Batch 45_2021-09-03T02:11:25.388116,dry_Batch 45_2021-09-01T02:53:31.388116,dry_Batch 45_2021-09-02T05:53:47.388116",08/30/2021 02:45 PM,09/03/2021 07:45 AM,08/26/2021 10:48 AM,08/30/2021 05:48 PM,25.3,67.388,1,94,Yes,7
Batch 46,Batch 46,Special,11/22/2021,Honey,,None,89,"ferm_Batch 46_2021-11-19T03:48:06.767641,ferm_Batch 46_2021-11-21T23:13:12.767641,ferm_Batch 46_2021-11-19T18:02:27.767641,ferm_Batch 46_2021-11-20T20:59:32.767641,ferm_Batch 46_2021-11-20T13:15:04.767641",26.8,4.245,16.9,80,"Cloudy,Overcast,Rainy,Partly Cloudy",11/17/2021 08:40 AM,11/22/2021 06:40 AM,"dry_Batch 46_2021-11-25T21:30:28.767641,dry_Batch 46_2021-11-22T19:56:17.767641,dry_Batch 46_2021-11-24T20:38:28.767641",11/22/2021 07:40 AM,11/27/2021 07:40 AM,11/17/2021 11:37 AM,11/22/2021 11:25 AM,22.9,74.425,3,65,No,0
Batch 47,Batch 47,Special,04/24/2024,Washed,Spring Water,None,86,"ferm_Batch 47_2024-04-22T14:45:06.901310,ferm_Batch 47_2024-04-21T14:35:08.901310,ferm_Batch 47_2024-04-20T16:44:46.901310,ferm_Batch 47_2024-04-22T16:08:19.901310",25.9,4.856,17.7,73,"Sunny,Heavy Rain,Light Rain,Sunny",04/19/2024 07:12 PM,04/24/2024 06:12 AM,"dry_Batch 47_2024-04-29T12:37:10.901310,dry_Batch 47_2024-04-29T14:00:43.901310,dry_Batch 47_2024-04-26T06:47:26.901310,dry_Batch 47_2024-04-25T04:47:24.901310",04/24/2024 12:12 PM,04/29/2024 08:12 PM,04/20/2024 07:07 AM,04/24/2024 04:10 PM,23.9,75.624,,,,
Batch 48,Batch 48,Normal,08/08/2021,Washed,Spring Water,None,88,"ferm_Batch 48_2021-08-08T03:00:31.126660,ferm_Batch 48_2021-08-04T23:37:43.126660,ferm_Batch 48_2021-08-05T14:53:08.126660,ferm_Batch 48_2021-08-04T10:17:51.126660",28.0,4.334,18.2,86,"Overcast,Partly Cloudy,Cloudy",08/03/2021 06:11 PM,08/08/2021 05:11 PM,"dry_Batch 48_2021-08-10T15:40:55.126660,dry_Batch 48_2021-08-10T05:15:35.126660,dry_Batch 48_2021-08-09T22:27:00.126660,dry_Batch 48_2021-08-11T02:33:12.126660",08/08/2021 10:11 PM,08/12/2021 06:11 PM,08/03/2021 10:03 PM,08/08/2021 05:42 PM,19.7,63.622,,,,
Batch 49,Batch 49,Special,11/16/2022,Honey,,None,87,"ferm_Batch 49_2022-11-14T00:37:31.804846,ferm_Batch 49_2022-11-11T10:59:32.804846,ferm_Batch 49_2022-11-12T16:11:58.804846,ferm_Batch 49_2022-11-11T16:38:44.804846",23.0,4.753,16.6,74,"Heavy Rain,Heavy Rain,Cloudy",11/10/2022 11:26 PM,11/16/2022 01:26 PM,"dry_Batch 49_2022-11-19T20:02:34.804846,dry_Batch 49_2022-11-18T04:52:00.804846,dry_Batch 49_2022-11-19T09:54:44.804846",11/17/2022 01:26 AM,11/21/2022 01:26 AM,11/11/2022 07:37 AM,11/16/2022 10:42 PM,22.6,75.088,0,79,No,0
Batch 50,Batch 50,Special,12/13/2023,Washed,Filtered Water,Molasses,83,"ferm_Batch 50_2023-12-11T21:22:52.193517,ferm_Batch 50_2023-12-09T02:11:11.193517,ferm_Batch 50_2023-12-08T20:21:15.193517",19.6,4.932,18.8,60,"Light Rain,Light Rain,Cloudy",12/08/2023 11:33 AM,12/13/2023 05:33 AM,"dry_Batch 50_2023-12-14T18:29:52.193517,dry_Batch 50_2023-12-14T13:33:22.193517,dry_Batch 50_2023-12-17T04:20:22.193517,dry_Batch 50_2023-12-14T18:24:57.193517",12/13/2023 02:33 PM,12/18/2023 07:33 AM,12/08/2023 04:14 PM,12/13/2023 02:25 PM,19.5,60.0,,,,
Batch 51,Batch 51,Special,10/31/2022,Honey,,None,84,"ferm_Batch 51_2022-10-30T21:44:40.567472,ferm_Batch 51_2022-10-31T05:49:52.567472,ferm_Batch 51_2022-10-30T19:03:48.567472",24.6,4.656,18.5,74,"Cloudy,Overcast,Cloudy,Partly Cloudy",10/28/2022 05:22 PM,10/31/2022 09:22 PM,"dry_Batch 51_2022-11-02T08:54:57.567472,dry_Batch 51_2022-11-03T11:52:15.567472,dry_Batch 51_2022-11-02T06:46:41.567472",11/01/2022 02:22 AM,11/06/2022 01:22 AM,10/29/2022 12:10 AM,11/01/2022 07:31 AM,20.2,64.0,0,95,Yes,20
Batch 52,Batch 52,Normal,05/12/2023,Honey,,None,86,"ferm_Batch 52_2023-05-11T11:54:07.412952,ferm_Batch 52_2023-05-09T01:30:08.412952,ferm_Batch 52_2023-05-10T07:21:24.412952",25.8,4.275,17.9,69,"Partly Cloudy,Rainy,Heavy Rain,Partly Cloudy,Rainy",05/08/2023 10:56 PM,05/12/2023 04:56 AM,"dry_Batch 52_2023-05-13T20:55:06.412952,dry_Batch 52_2023-05-14T09:34:07.412952,dry_Batch 52_2023-05-12T22:16:50.412952",05/12/2023 04:56 PM,05/18/2023 03:56 PM,05/09/2023 04:13 AM,05/12/2023 09:20 AM,24.7,82.274,3,61,No,0
Batch 53,Batch 53,Special,11/22/2021,Honey,,None,90,"ferm_Batch 53_2021-11-22T03:02:36.543358,ferm_Batch 53_2021-11-17T21:22:01.543358,ferm_Batch 53_2021-11-19T12:49:25.543358",22.9,4.407,17.5,90,"Rainy,Partly Cloudy,Light Rain,Rainy,Overcast",11/17/2021 07:55 AM,11/22/2021 10:55 PM,"dry_Batch 53_2021-11-25T19:28:33.543358,dry_Batch 53_2021-11-24T05:24:07.543358,dry_Batch 53_2021-11-24T06:15:02.543358,dry_Batch 53_2021-11-23T17:31:42.543358,dry_Batch 53_2021-11-24T09:02:18.543358",11/23/2021 04:55 AM,11/26/2021 09:55 AM,11/17/2021 02:48 PM,11/22/2021 11:15 PM,26.8,71.106,1,118,No,0
Batch 54,Batch 54,Special,07/09/2022,Washed,Well Water,None,86,"ferm_Batch 54_2022-07-07T21:54:19.798666,ferm_Batch 54_2022-07-07T03:46:34.798666,ferm_Batch 54_2022-07-08T00:36:38.798666",28.0,4.654,16.5,74,"Light Rain,Light Rain,Light Rain,Light Rain,Cloudy",07/05/2022 09:00 PM,07/09/2022 06:00 AM,"dry_Batch 54_2022-07-14T22:18:31.798666,dry_Batch 54_2022-07-10T00:29:03.798666,dry_Batch 54_2022-07-11T16:20:50.798666",07/09/2022 05:00 PM,07/15/2022 05:00 AM,07/05/2022 10:48 PM,07/09/2022 02:58 PM,27.2,88.129,,,,
Batch 55,Batch 55,Special,02/18/2024,Honey,,Honey,88,"ferm_Batch 55_2024-02-14T08:54:59.182080,ferm_Batch 55_2024-02-16T21:57:25.182080,ferm_Batch 55_2024-02-16T22:18:31.182080,ferm_Batch 55_2024-02-16T13:40:12.182080,ferm_Batch 55_2024-02-15T12:44:43.182080",23.7,4.271,19.3,84,"Cloudy,Rainy,Overcast,Cloudy",02/14/2024 01:09 AM,02/18/2024 03:09 PM,"dry_Batch 55_2024-02-20T12:34:36.182080,dry_Batch 55_2024-02-23T08:45:18.182080,dry_Batch 55_2024-02-22T09:15:58.182080,dry_Batch 55_2024-02-21T02:16:36.182080",02/18/2024 04:09 PM,02/24/2024 01:09 AM,02/14/2024 01:23 AM,02/18/2024 07:35 PM,24.2,76.784,1,97,No,0
Batch 56,Batch 56,Normal,12/16/2022,Washed,Spring Water,None,90,"ferm_Batch 56_2022-12-15T12:50:30.590902,ferm_Batch 56_2022-12-10T12:06:01.590902,ferm_Batch 56_2022-12-12T15:35:38.590902",26.7,4.598,16.7,90,"Sunny,Cloudy,Cloudy,Cloudy",12/10/2022 10:31 AM,12/16/2022 09:31 AM,"dry_Batch 56_2022-12-18T03:54:28.590902,dry_Batch 56_2022-12-19T23:17:17.590902,dry_Batch 56_2022-12-19T14:30:57.590902,dry_Batch 56_2022-12-17T16:05:05.590902,dry_Batch 56_2022-12-18T11:32:51.590902",12/16/2022 09:31 PM,12/20/2022 07:31 AM,12/10/2022 10:54 AM,12/16/2022 12:29 PM,25.4,84.359,,,,
Batch 57,Batch 57,Special,05/31/2024,Honey,,None,86,"ferm_Batch 57_2024-05-29T02:34:26.984454,ferm_Batch 57_2024-05-27T19:21:16.984454,ferm_Batch 57_2024-05-29T16:56:02.984454,ferm_Batch 57_2024-05-28T19:04:57.984454,ferm_Batch 57_2024-05-30T05:58:01.984454",25.5,4.436,18.4,67,"Light Rain,Partly Cloudy,Partly Cloudy,Rainy",05/27/2024 08:57 AM,05/31/2024 09:57 AM,"dry_Batch 57_2024-06-02T13:00:24.984454,dry_Batch 57_2024-06-02T07:04:20.984454,dry_Batch 57_2024-06-04T14:20:10.984454,dry_Batch 57_2024-06-04T10:21:36.984454",05/31/2024 04:57 PM,06/05/2024 10:57 AM,05/27/2024 01:22 PM,05/31/2024 07:15 PM,22.6,74.099,1,110,No,0
Batch 58,Batch 58,Special,06/14/2022,Washed,Filtered Water,None,84,"ferm_Batch 58_2022-06-10T23:28:34.787107,ferm_Batch 58_2022-06-13T11:34:34.787107,ferm_Batch 58_2022-06-12T20:57:16.787107",20.8,4.516,17.6,67,"Partly Cloudy,Heavy Rain,Partly Cloudy,Sunny",06/09/2022 08:03 PM,06/14/2022 02:03 AM,"dry_Batch 58_2022-06-17T22:33:13.787107,dry_Batch 58_2022-06-15T13:47:18.787107,dry_Batch 58_2022-06-15T15:57:50.787107,dry_Batch 58_2022-06-14T23:13:03.787107",06/14/2022 06:03 AM,06/19/2022 01:03 AM,06/09/2022 09:12 PM,06/14/2022 08:33 AM,23.9,71.133,,,,
Batch 59,Batch 59,Special,04/07/2023,Honey,,Honey,84,"ferm_Batch 59_2023-04-03T12:39:27.585764,ferm_Batch 59_2023-04-05T10:29:02.585764,ferm_Batch 59_2023-04-03T08:30:09.585764,ferm_Batch 59_2023-04-05T22:19:17.585764,ferm_Batch 59_2023-04-07T09:34:35.585764",19.7,4.275,18.3,74,"Cloudy,Partly Cloudy,Cloudy",04/02/2023 07:13 PM,04/07/2023 10:13 AM,"dry_Batch 59_2023-04-11T08:43:03.585764,dry_Batch 59_2023-04-08T19:46:59.585764,dry_Batch 59_2023-04-09T10:39:56.585764,dry_Batch 59_2023-04-10T12:50:02.585764,dry_Batch 59_2023-04-08T16:19:59.585764",04/07/2023 09:13 PM,04/12/2023 01:13 PM,04/03/2023 03:49 AM,04/07/2023 05:52 PM,25.2,70.565,1,82,No,0
Batch 60,Batch 60,Special,01/08/2022,Washed,Spring Water,None,84,"ferm_Batch 60_2022-01-04T15:30:45.451479,ferm_Batch 60_2022-01-08T11:29:22.451479,ferm_Batch 60_2022-01-08T10:40:45.451479,ferm_Batch 60_2022-01-07T16:17:49.451479",18.3,4.606,19.2,78,"Light Rain,Partly Cloudy,Overcast,Cloudy",01/04/2022 04:01 AM,01/08/2022 03:01 PM,"dry_Batch 60_2022-01-13T20:13:45.451479,dry_Batch 60_2022-01-13T21:13:29.451479,dry_Batch 60_2022-01-14T17:54:31.451479,dry_Batch 60_2022-01-10T19:31:01.451479,dry_Batch 60_2022-01-10T14:01:19.451479",01/09/2022 01:01 AM,01/14/2022 06:01 PM,01/04/2022 11:53 AM,01/08/2022 09:25 PM,21.8,87.373,,,,
Batch 61,Batch 61,Special,10/06/2023,Honey,,None,81,"ferm_Batch 61_2023-10-05T14:19:54.635905,ferm_Batch 61_2023-10-03T16:20:53.635905,ferm_Batch 61_2023-10-04T23:37:04.635905,ferm_Batch 61_2023-10-05T02:16:23.635905",18.0,4.181,18.1,60,"Cloudy,Overcast,Rainy,Overcast",10/01/2023 11:26 PM,10/06/2023 11:26 AM,"dry_Batch 61_2023-10-08T16:10:00.635905,dry_Batch 61_2023-10-08T22:24:07.635905,dry_Batch 61_2023-10-07T01:31:05.635905",10/06/2023 09:26 PM,10/10/2023 04:26 AM,10/02/2023 01:56 AM,10/06/2023 10:27 PM,24.9,70.585,0,89,No,0
Batch 62,Batch 62,Normal,06/18/2023,Honey,,Molasses,87,"ferm_Batch 62_2023-06-17T15:24:17.334507,ferm_Batch 62_2023-06-14T17:21:51.334507,ferm_Batch 62_2023-06-17T19:15:28.334507",20.1,4.418,16.6,68,"Cloudy,Rainy,Overcast,Cloudy,Heavy Rain",06/12/2023 08:45 AM,06/18/2023 04:45 AM,"dry_Batch 62_2023-06-19T11:08:43.334507,dry_Batch 62_2023-06-21T18:15:09.334507,dry_Batch 62_2023-06-19T00:13:14.334507",06/18/2023 03:45 PM,06/22/2023 11:45 PM,06/12/2023 10:48 AM,06/18/2023 05:17 AM,22.9,60.0,2,82,Yes,0
Batch 63,Batch 63,Special,02/18/2023,Washed,Spring Water,None,85,"ferm_Batch 63_2023-02-14T02:09:35.343327,ferm_Batch 63_2023-02-16T16:00:11.343327,ferm_Batch 63_2023-02-14T02:12:50.343327,ferm_Batch 63_2023-02-16T13:34:59.343327,ferm_Batch 63_2023-02-14T12:25:44.343327",20.2,4.533,19.3,84,"Partly Cloudy,Cloudy,Cloudy,Cloudy,Sunny",02/13/2023 10:51 PM,02/18/2023 04:51 AM,"dry_Batch 63_2023-02-21T03:47:54.343327,dry_Batch 63_2023-02-19T10:53:18.343327,dry_Batch 63_2023-02-20T14:27:21.343327,dry_Batch 63_2023-02-20T07:46:59.343327,dry_Batch 63_2023-02-21T15:31:50.343327",02/18/2023 01:51 PM,02/22/2023 01:51 AM,02/14/2023 01:38 AM,02/18/2023 01:57 PM,25.1,73.162,,,,
Batch 64,Batch 64,Special,04/24/2023,Washed,Filtered Water,Sugar,86,"ferm_Batch 64_2023-04-22T17:49:53.259617,ferm_Batch 64_2023-04-21T03:20:40.259617,ferm_Batch 64_2023-04-19T12:39:15.259617,ferm_Batch 64_2023-04-19T18:58:29.259617,ferm_Batch 64_2023-04-19T03:28:16.259617",24.9,4.345,15.6,62,"Cloudy,Sunny,Cloudy",04/19/2023 12:21 AM,04/24/2023 08:21 PM,"dry_Batch 64_2023-04-29T16:56:52.259617,dry_Batch 64_2023-04-28T23:06:58.259617,dry_Batch 64_2023-04-29T20:23:44.259617,dry_Batch 64_2023-04-25T15:24:47.259617,dry_Batch 64_2023-04-26T19:18:44.259617",04/25/2023 06:21 AM,04/30/2023 07:21 AM,04/19/2023 04:14 AM,04/25/2023 02:52 AM,23.0,83.119,,,,
Batch 65,Batch 65,Special,09/16/2023,Honey,,None,86,"ferm_Batch 65_2023-09-13T20:36:54.353059,ferm_Batch 65_2023-09-15T12:05:23.353059,ferm_Batch 65_2023-09-14T12:06:55.353059",20.9,4.588,18.7,75,"Cloudy,Partly Cloudy,Partly Cloudy",09/13/2023 08:41 AM,09/16/2023 10:41 PM,"dry_Batch 65_2023-09-19T02:50:21.353059,dry_Batch 65_2023-09-21T00:50:05.353059,dry_Batch 65_2023-09-21T13:56:29.353059,dry_Batch 65_2023-09-19T10:42:53.353059",09/17/2023 06:41 AM,09/22/2023 02:41 AM,09/13/2023 05:10 PM,09/17/2023 09:28 AM,26.2,76.363,1,72,No,0
Batch 66,Batch 66,Special,12/27/2022,Washed,Spring Water,None,84,"ferm_Batch 66_2022-12-26T16:22:11.960234,ferm_Batch 66_2022-12-24T13:51:11.960234,ferm_Batch 66_2022-12-26T18:50:47.960234,ferm_Batch 66_2022-12-26T11:09:42.960234",20.1,4.593,18.2,77,"Cloudy,Partly Cloudy,Rainy,Sunny",12/23/2022 12:22 AM,12/27/2022 12:22 AM,"dry_Batch 66_2022-12-27T16:01:07.960234,dry_Batch 66_2022-12-27T05:53:11.960234,dry_Batch 66_2022-12-30T01:39:40.960234,dry_Batch 66_2022-12-27T08:45:01.960234,dry_Batch 66_2022-12-29T11:11:02.960234",12/27/2022 04:22 AM,01/01/2023 06:22 AM,12/23/2022 02:09 AM,12/27/2022 04:04 AM,19.4,75.467,,,,
Batch 67,Batch 67,Special,01/24/2022,Honey,,None,83,"ferm_Batch 67_2022-01-24T20:57:38.197398,ferm_Batch 67_2022-01-24T08:22:22.197398,ferm_Batch 67_2022-01-22T12:36:47.197398,ferm_Batch 67_2022-01-21T23:26:24.197398",20.7,4.13,16.8,67,"Rainy,Light Rain,Cloudy,Heavy Rain,Light Rain",01/21/2022 07:16 PM,01/24/2022 09:16 PM,"dry_Batch 67_2022-01-25T10:36:30.197398,dry_Batch 67_2022-01-27T06:39:07.197398,dry_Batch 67_2022-01-27T02:35:43.197398,dry_Batch 67_2022-01-25T09:18:35.197398,dry_Batch 67_2022-01-27T12:47:35.197398",01/25/2022 12:16 AM,01/28/2022 01:16 AM,01/21/2022 09:59 PM,01/24/2022 10:33 PM,22.5,77.265,2,70,No,0
Batch 68,Batch 68,Normal,10/28/2021,Washed,Well Water,Sugar,83,"ferm_Batch 68_2021-10-26T07:19:17.831838,ferm_Batch 68_2021-10-24T23:06:14.831838,ferm_Batch 68_2021-10-25T19:39:25.831838,ferm_Batch 68_2021-10-25T18:11:26.831838",21.6,4.537,17.9,76,"Sunny,Cloudy,Light Rain,Sunny,Rainy",10/24/2021 05:43 PM,10/28/2021 05:43 AM,"dry_Batch 68_2021-10-29T05:16:59.831838,dry_Batch 68_2021-10-29T16:01:33.831838,dry_Batch 68_2021-10-31T09:25:37.831838,dry_Batch 68_2021-10-30T19:39:55.831838",10/28/2021 04:43 PM,11/01/2021 11:43 PM,10/24/2021 07:22 PM,10/28/2021 12:26 PM,24.1,61.201,,,,
Batch 69,Batch 69,Special,09/16/2022,Washed,Spring Water,None,85,"ferm_Batch 69_2022-09-15T20:58:32.502856,ferm_Batch 69_2022-09-15T12:12:08.502856,ferm_Batch 69_2022-09-15T19:26:05.502856",23.8,4.506,17.9,76,"Light Rain,Sunny,Sunny,Light Rain,Light Rain",09/12/2022 07:01 PM,09/16/2022 08:01 AM,"dry_Batch 69_2022-09-18T22:19:45.502856,dry_Batch 69_2022-09-17T20:15:56.502856,dry_Batch 69_2022-09-17T18:03:00.502856,dry_Batch 69_2022-09-16T14:25:01.502856",09/16/2022 02:01 PM,09/19/2022 10:01 PM,09/13/2022 02:05 AM,09/16/2022 08:31 AM,25.4,79.144,,,,
Batch 70,Batch 70,Normal,06/27/2023,Honey,,None,86,"ferm_Batch 70_2023-06-24T04:40:16.926787,ferm_Batch 70_2023-06-23T03:16:28.926787,ferm_Batch 70_2023-06-24T14:00:02.926787",20.7,4.542,16.3,61,"Partly Cloudy,Light Rain,Heavy Rain",06/22/2023 07:31 PM,06/27/2023 06:31 AM,"dry_Batch 70_2023-07-01T11:31:23.926787,dry_Batch 70_2023-06-28T18:32:30.926787,dry_Batch 70_2023-07-01T00:55:26.926787,dry_Batch 70_2023-06-28T09:39:29.926787",06/27/2023 06:31 PM,07/02/2023 04:31 PM,06/23/2023 12:49 AM,06/27/2023 06:06 PM,21.5,75.896,3,88,No,0
Batch 71,Batch 71,Special,08/12/2023,Honey,,None,90,"ferm_Batch 71_2023-08-09T02:03:19.311058,ferm_Batch 71_2023-08-09T05:06:15.311058,ferm_Batch 71_2023-08-10T11:06:47.311058,ferm_Batch 71_2023-08-06T18:58:26.311058,ferm_Batch 71_2023-08-12T05:05:36.311058",28.0,4.324,18.1,77,"Heavy Rain,Cloudy,Cloudy",08/06/2023 10:24 AM,08/12/2023 10:24 AM,"dry_Batch 71_2023-08-15T02:20:35.311058,dry_Batch 71_2023-08-13T03:28:25.311058,dry_Batch 71_2023-08-16T01:13:31.311058",08/12/2023 10:24 PM,08/17/2023 07:24 AM,08/06/2023 07:17 PM,08/12/2023 03:14 PM,25.1,69.799,2,97,No,0
Batch 72,Batch 72,Special,04/06/2023,Honey,,None,88,"ferm_Batch 72_2023-04-05T20:44:28.116251,ferm_Batch 72_2023-04-03T03:31:32.116251,ferm_Batch 72_2023-03-31T23:18:45.116251,ferm_Batch 72_2023-04-05T05:38:37.116251,ferm_Batch 72_2023-04-05T05:54:44.116251",18.7,4.909,18.9,82,"Sunny,Sunny,Heavy Rain,Cloudy,Cloudy",03/31/2023 07:00 AM,04/06/2023 12:00 AM,"dry_Batch 72_2023-04-07T13:51:28.116251,dry_Batch 72_2023-04-08T15:01:55.116251,dry_Batch 72_2023-04-06T20:46:12.116251",04/06/2023 10:00 AM,04/10/2023 12:00 PM,03/31/2023 08:29 AM,04/06/2023 03:36 AM,23.0,71.84,0,110,Yes,22
